Effective date ,S&P 500
18/9/2017,2503.87
19/9/2017,2506.65
20/9/2017,2508.24
21/9/2017,2500.6
22/9/2017,2502.22
25/9/2017,2496.66
26/9/2017,2496.84
27/9/2017,2507.04
28/9/2017,2510.06
29/9/2017,2519.36
2/10/2017,2529.12
3/10/2017,2534.58
4/10/2017,2537.74
5/10/2017,2552.07
6/10/2017,2549.33
9/10/2017,2544.73
10/10/2017,2550.64
11/10/2017,2555.24
12/10/2017,2550.93
13/10/2017,2553.17
16/10/2017,2557.64
17/10/2017,2559.36
18/10/2017,2561.26
19/10/2017,2562.1
20/10/2017,2575.21
23/10/2017,2564.98
24/10/2017,2569.13
25/10/2017,2557.15
26/10/2017,2560.4
27/10/2017,2581.07
30/10/2017,2572.83
31/10/2017,2575.26
1/11/2017,2579.36
2/11/2017,2579.85
3/11/2017,2587.84
6/11/2017,2591.13
7/11/2017,2590.64
8/11/2017,2594.38
9/11/2017,2584.62
10/11/2017,2582.3
13/11/2017,2584.84
14/11/2017,2578.87
15/11/2017,2564.62
16/11/2017,2585.64
17/11/2017,2578.85
20/11/2017,2582.14
21/11/2017,2599.03
22/11/2017,2597.08
24/11/2017,2602.42
27/11/2017,2601.42
28/11/2017,2627.04
29/11/2017,2626.07
30/11/2017,2647.58
1/12/2017,2642.22
4/12/2017,2639.44
5/12/2017,2629.57
6/12/2017,2629.27
7/12/2017,2636.98
8/12/2017,2651.5
11/12/2017,2659.99
12/12/2017,2664.11
13/12/2017,2662.85
14/12/2017,2652.01
15/12/2017,2675.81
18/12/2017,2690.16
19/12/2017,2681.47
20/12/2017,2679.25
21/12/2017,2684.57
22/12/2017,2683.34
